نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,المساحة,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
فيلا, الرياض , حي المصيف ,شرقية,6,2,5+,20,820,1,1,1,1,1,1,1,0,1,0,5000000
فيلا, الرياض , حي الملقا ,شمالية,6,3,5+,20,450,1,1,1,1,0,0,0,0,1,1,4800000
فيلا, الرياض , حي النرجس ,جنوبية شرقية,7+,2,5+,15,300,1,1,1,1,0,1,0,0,1,1,3100000
فيلا, الرياض , حي النرجس ,شمالية غربية,4,2,5+,20,247,1,1,1,1,0,0,0,0,1,0,2400000
فيلا, الرياض , حي الصحافة ,شرقية,5,1,5+,15,600,0,1,1,1,1,1,0,0,1,0,4500000
فيلا, الدرعية, العيينة ,غربية,7+,2,5+,15,500,1,1,1,0,0,1,0,0,1,0,1500000
فيلا, الرياض , حي النرجس ,جنوبية غربية,6,3,5+,15,620,1,1,1,1,1,1,1,1,1,1,7000000
فيلا, الرياض, الرياض ,جنوبية,7+,2,5+,15,300,1,1,1,1,1,1,0,0,1,0,2800000
فيلا, الرياض , حي الصحافة ,شمالية,6,2,5+,15,375,1,1,1,1,1,0,0,0,1,1,4880000
فيلا, الدرعية, العيينة ,شمالية,3,3,3,,193,0,1,0,1,0,1,0,0,1,0,950000
فيلا, الرياض , حي الوادي ,غربية,5,3,5+,,375,1,1,1,1,0,0,0,0,1,0,2200000
فيلا, الرياض , حي النرجس ,شمالية,5,2,5+,15,312,1,1,1,0,1,0,0,0,1,0,2550000
فيلا, الرياض , حي النرجس ,شمالية,5,3,5+,17,240,1,1,1,0,0,1,0,0,1,1,2700000
فيلا, الرياض, حي النخيل ,جنوبية شرقية,7+,2,5+,30,1825,1,1,1,1,1,1,1,1,1,0,20000000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,4,1,3,,180,0,1,0,0,0,0,0,0,1,0,1100000
فيلا, امارة منطقة الرياض, الرياض ,شمالية,3,1,4,40,236,1,1,0,0,0,0,0,0,0,0,1070000
فيلا, الرياض , حي المونسية ,غربية,4,4,4,,300,1,1,0,0,0,0,0,0,0,1,2250000
فيلا, الرياض , حي المونسية ,غربية,4,2,5+,,300,1,1,1,0,1,1,0,0,1,1,2200000
فيلا, الرياض , حي القدس ,شمالية,6,2,5+,,900,1,1,1,1,1,1,1,0,1,0,4800000
فيلا, الرياض , حي القدس ,شمالية,5,5,5+,,900,1,1,0,0,1,1,1,0,1,0,4700000
فيلا, الرياض , حي الخليج ,غربية,5,2,4,,324,1,1,1,1,1,1,0,0,1,0,2200000
فيلا, الرياض , حي الرمال ,شمالية,7+,1,5+,,281,0,0,0,0,0,0,0,0,0,0,1400000
فيلا, الرياض , حي النسيم الغربي ,شرقية,5,2,3,,312,0,1,0,0,0,1,0,0,1,0,1070000
فيلا, الرياض , حي الريان ,جنوبية,7+,2,5+,15,360,1,1,1,1,1,0,1,0,1,0,4400000
فيلا, الرياض , حي الروضة ,جنوبية,5,2,5+,,900,1,0,0,0,0,0,0,0,0,0,5200000
فيلا, الرياض , حي المونسية ,جنوبية,6,2,4,,319,1,1,1,1,1,1,0,0,1,1,3150000
فيلا, الرياض , حي الرمال ,جنوبية,7+,3,5+,,300,1,1,1,0,1,1,0,0,1,0,2000000
فيلا, الرياض , حي الرمال ,جنوبية,7+,3,5+,,319,1,1,1,0,1,1,0,0,1,0,2100000
فيلا, الرياض , حي الحمراء ,جنوبية,5,2,1,,750,1,1,1,1,1,1,0,0,1,0,4000000
فيلا, الرياض , حي النسيم الشرقي ,غربية,7+,2,5+,,480,0,1,1,0,1,1,0,0,1,0,1200000
فيلا, الرياض , حي الرمال ,شمالية,4,1,5+,,375,1,1,1,0,1,0,0,0,1,1,2450000
فيلا, الرياض , حي اشبيلية ,شمالية,6,2,4,,500,0,1,0,0,1,1,0,0,0,0,3000000
فيلا, الرياض , حي النهضة ,شمالية,7+,5,5+,,495,1,1,0,0,0,1,0,0,0,0,1700000
فيلا, الرياض , حي النهضة ,غربية,5,2,5+,,324,1,0,1,0,1,1,0,0,1,0,1900000
فيلا, الرياض , حي القادسية ,جنوبية,6,2,5+,,365,1,0,0,0,0,0,0,0,1,0,2300000
فيلا, الرياض , حي اشبيلية ,شرقية,5,1,5+,,388,1,1,1,1,0,1,0,0,1,0,2200000
فيلا, الرياض , حي النسيم الشرقي ,غربية,7+,3,5+,,480,0,1,0,0,0,0,0,0,0,0,1200000
فيلا, الرياض , حي قرطبة ,شمالية,5,2,5+,,225,1,1,1,0,1,1,0,0,1,0,2450000
فيلا, الرياض , حي الرمال ,شمالية شرقية,6,2,5+,,404,1,0,0,1,1,1,0,1,1,1,2500000
فيلا, الرياض , حي الحمراء ,جنوبية,7+,4,5+,,580,1,1,1,1,1,1,1,0,1,1,5400000
فيلا, الرياض , حي المونسية ,غربية,4,2,4,,300,1,1,0,0,1,1,0,0,1,1,2300000
فيلا, الرياض , حي المونسية ,جنوبية غربية,5,2,4,,480,1,1,1,0,1,1,1,0,1,1,5000000
فيلا, الرياض , حي النسيم الغربي ,جنوبية,5,2,5+,12,250,1,1,0,0,1,1,0,0,1,0,1250000
فيلا, الرياض , حي المونسية ,غربية,4,2,4,,300,1,1,1,0,1,1,0,0,1,1,2300000
فيلا, الرياض , حي اليرموك ,شرقية,3,2,2,,520,0,1,1,0,1,1,0,0,1,0,2400000
فيلا, الرياض , حي الملك فيصل ,شمالية شرقية,7+,,1,,875,1,0,0,0,0,0,0,0,0,0,4500000
فيلا, الرياض , حي الصفا ,شمالية,5,3,5+,,735,1,1,1,1,1,1,0,0,1,0,2000000
فيلا, الرياض , حي النظيم ,جنوبية,4,4,3,,500,1,1,0,0,1,1,0,0,1,0,1550000
فيلا, الرياض , حي النظيم ,جنوبية,1,,3,,500,0,1,0,0,0,0,0,0,0,0,1550000
فيلا, الرياض , حي الرمال ,غربية,7+,2,5+,20,266,1,1,1,0,0,1,0,0,1,0,1465000
فيلا, الرياض , حي النسيم الشرقي ,شمالية,7+,2,5+,,483,0,1,1,1,1,1,0,0,1,0,1700000
فيلا, الرياض , حي الحمراء ,شرقية,7+,2,5+,,618,1,1,1,1,1,1,1,0,1,1,4500000
فيلا, الرياض , حي النهضة ,جنوبية,4,1,2,,400,0,1,1,1,0,1,0,0,0,0,1300000
فيلا, الرياض , حي اليرموك ,جنوبية,6,1,3,,400,0,0,1,1,0,1,0,0,1,0,2000000
فيلا, الرياض , حي المونسية ,شمالية,6,4,4,,362,0,1,1,1,1,1,0,0,1,0,1990000
فيلا, حي قرطبة , شارع جبل مره ,جنوبية,7+,3,5+,,450,0,1,1,1,0,1,0,0,1,0,2600000
فيلا, الرياض , حي المونسية ,شمالية,5,2,5+,,400,1,1,1,1,0,1,0,0,1,0,2850000
فيلا, الرياض , حي اشبيلية ,شرقية,5,2,5+,,430,1,1,1,1,1,1,0,0,1,0,2100000
فيلا, الرياض , حي القدس ,شمالية,4,2,5+,,450,1,1,1,1,0,1,0,1,1,0,3000000
فيلا, الرياض , حي المونسية ,شرقية,5,3,4,,308,1,0,1,0,1,1,0,0,1,1,2650000
فيلا, الرياض , حي البيان ,جنوبية,1,2,5+,,359,1,1,0,0,1,1,0,0,1,0,1650000
فيلا, الرياض , حي الرمال ,غربية,6,,5+,,280,1,0,1,0,0,0,0,0,0,0,1550000
فيلا, الرياض , حي الرمال ,شرقية,5,4,5+,,430,0,1,0,0,1,1,0,0,1,0,2500000
فيلا, الرياض , حي اليرموك ,شرقية,7+,1,5+,,288,1,1,1,0,1,1,0,0,1,0,1800000
فيلا, الرياض , حي السعادة ,جنوبية,6,2,5+,,200,1,1,0,0,0,1,0,0,1,1,1680000
فيلا, الرياض , حي المونسية ,شمالية,7+,4,5+,,312,1,1,1,0,1,1,0,0,1,1,2490000
فيلا, الرياض , حي الاندلس ,شرقية,5,2,5+,,437,1,1,1,1,0,1,0,0,1,0,3500000
فيلا, الرياض , حي اليرموك ,جنوبية شرقية,7+,3,5+,,336,1,1,1,1,1,1,0,0,1,0,2200000
فيلا, الرياض , حي اليرموك ,شمالية,5,2,5+,,312,1,1,1,1,1,1,0,0,1,1,2450000
فيلا, الرياض , حي اليرموك ,جنوبية,4,2,4,,250,1,0,0,0,1,1,0,0,1,0,2000000
فيلا, الرياض , حي القدس ,غربية,4,2,4,15,149,1,1,0,0,0,1,0,0,1,1,1750000
فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,,300,1,1,1,1,1,1,0,0,1,1,1850000
فيلا, الرياض , حي الاندلس ,جنوبية غربية,4,2,5+,,280,1,1,1,0,1,1,0,0,1,1,2100000
فيلا, الرياض , حي اليرموك ,جنوبية,5,2,5+,,250,1,1,1,0,1,1,0,0,1,0,2000000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,6,3,5+,,250,1,1,0,0,1,1,0,0,1,0,1470000
فيلا, الرياض , حي اليرموك ,جنوبية,4,1,4,,250,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, الرياض , حي النسيم الغربي ,شرقية,7+,3,4,,300,1,1,1,0,1,1,0,0,1,0,1400000
فيلا, الرياض , ,جنوبية,5,2,5+,,250,0,1,1,0,1,1,0,0,1,0,1470000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,5,3,5+,,250,1,1,0,0,1,1,0,0,1,0,1470000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,5,2,5+,,250,1,1,1,0,0,1,0,0,1,0,2050000
فيلا, الرياض , حي النسيم الغربي ,شمالية,5,3,5+,,437,1,1,0,0,0,1,0,0,1,1,1750000
فيلا, الرياض , حي السعادة ,شرقية,7+,5,5+,21,325,1,1,1,0,1,1,0,0,1,0,1700000
فيلا, الرياض , حي النسيم الغربي ,غربية,7+,5,5+,12,458,0,1,0,0,1,1,0,0,0,0,1100000
فيلا, الرياض , حي البيان ,شمالية شرقية,7+,2,5+,,360,1,1,0,0,1,0,0,0,0,0,1900000
فيلا, الرياض , حي المونسية ,شرقية,5,2,5+,,250,1,1,1,0,1,1,0,0,1,1,1850000
فيلا, الرياض , حي الجنادرية ,شمالية,4,1,4,,375,0,1,0,0,0,1,0,0,1,0,1200000
فيلا, الرياض , حي الروضة ,شرقية,1,,5+,,335,0,1,1,1,0,0,0,0,0,0,2000000
فيلا, الرياض , حي المونسية ,غربية,5,2,5+,,250,1,0,1,0,0,1,0,0,0,0,1850000
فيلا, الرياض , حي القادسية ,شمالية,4,2,5+,,270,1,1,1,0,1,1,0,0,1,1,1550000
فيلا, الرياض , حي قرطبة ,غربية,7+,4,5+,,2500,1,1,1,1,1,1,0,0,1,0,16700000
فيلا, الرياض , حي اشبيلية ,شرقية,7+,2,5+,,900,1,0,0,0,0,0,0,0,0,0,3000000
فيلا, الرياض , حي القادسية ,جنوبية شرقية,1,1,5+,,337,1,1,1,0,0,0,0,0,1,1,1950000
فيلا, الرياض , حي المونسية ,غربية,5,2,4,,250,1,0,1,0,0,0,0,0,0,0,2100000
فيلا, الرياض , حي الحمراء ,غربية,7+,3,5+,,1180,1,1,1,1,1,1,0,1,0,1,6500000
فيلا, الرياض , حي الخليج ,جنوبية غربية,7+,1,5+,,246,1,1,1,0,1,1,0,0,1,1,2300000
فيلا, الرياض , حي الصفا ,غربية,7+,4,5+,,750,0,1,0,0,0,1,0,0,0,0,2700000
فيلا, الرياض , حي الرمال ,شمالية,4,2,4,,281,1,0,1,0,1,1,0,0,1,0,1400000
فيلا, الرياض , حي قرطبة ,جنوبية,3,1,5+,,220,1,1,1,1,0,1,0,0,1,0,2200000
فيلا, الرياض , حي الاندلس ,شمالية,5,1,5+,,240,1,1,1,0,0,0,0,0,1,1,2000000
فيلا, الرياض , حي السعادة ,غربية,5,1,3,5,300,0,1,0,0,0,1,0,0,1,0,1600000
فيلا, الرياض , حي النسيم الغربي ,شمالية,4,2,4,,312,1,1,0,0,1,1,0,0,1,1,1500000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,4,2,4,,390,1,1,1,0,1,1,0,0,1,0,1900000
فيلا, الرياض , حي النظيم ,شرقية,3,1,3,,375,0,1,1,0,1,0,0,0,0,0,1070000
فيلا, الرياض , حي المونسية ,جنوبية,6,4,5+,,262,1,1,1,1,0,1,0,0,1,0,2000000
فيلا, الرياض , حي اشبيلية ,غربية,5,3,5+,,300,0,0,0,0,1,1,0,0,1,1,1300000
فيلا, الرياض , حي الجنادرية ,شمالية,4,2,4,,360,1,1,1,1,0,0,0,0,1,0,1500000
فيلا, الرياض , حي الروضة ,شرقية,5,2,5+,5,335,1,1,1,1,1,0,0,0,1,0,2000000
فيلا, الرياض , حي الازدهار ,غربية,4,4,5+,,200,1,0,1,0,0,1,0,0,1,1,2400000
فيلا, الرياض , حي النهضة ,غربية,5,1,4,,417,0,1,0,1,1,1,0,0,1,0,2500000
فيلا, الرياض , حي النسيم الغربي ,غربية,5,2,5+,,625,0,1,1,1,1,1,0,0,1,0,1200000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,5,3,5+,,630,1,1,1,1,1,1,1,0,1,0,4300000
فيلا, امارة منطقة الرياض, الرياض ,غربية,6,2,5+,,305,1,0,1,0,1,0,0,0,1,1,1650000
فيلا, الرياض , حي اليرموك ,شمالية,4,2,4,,250,1,1,1,0,1,1,0,0,1,1,1900000
فيلا, الرياض , حي الخليج ,جنوبية,6,4,3,,350,0,0,0,0,0,0,0,0,0,0,1880000
فيلا, الرياض , حي الحمراء ,غربية,7+,2,5+,,2500,1,1,1,1,1,1,0,0,1,0,16700000
فيلا, الرياض , حي غرناطة ,شمالية غربية,5,2,5+,,840,0,1,0,0,0,0,0,0,1,0,4000000
فيلا, الرياض , حي الحمراء ,جنوبية,5,2,5+,,618,1,1,1,1,1,1,0,0,1,1,6000000
فيلا, الرياض , حي المونسية ,شمالية,4,2,5+,20,200,1,1,1,0,1,1,0,0,1,0,1200000
فيلا, الرياض , حي القدس ,شمالية,5,3,5+,15,900,0,1,1,1,1,1,1,0,1,0,5000000
فيلا, الرياض, الرياض ,غربية,7+,3,4,15,375,1,1,0,0,1,1,0,0,1,0,1500000
فيلا, الرياض , حي الخليج ,شرقية,5,2,5+,20,325,1,1,0,0,1,0,0,0,1,0,2000000
فيلا, الرياض , حي الاندلس ,شمالية,6,4,5+,12,750,1,1,1,1,1,1,0,0,1,0,3300000
فيلا, الرياض , حي الاندلس ,شمالية,6,1,3,15,400,0,1,0,1,1,1,0,0,1,0,2650000
فيلا, الرياض , حي الروضة ,غربية,6,1,5+,20,637,0,1,1,1,1,1,0,0,1,0,2550000
فيلا, الرياض , حي النهضة ,شمالية,4,2,5+,15,375,1,1,1,0,1,1,0,0,1,1,2650000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,3,,5+,10,484,0,1,0,0,0,0,0,0,0,0,1670000
فيلا, الرياض , حي اشبيلية ,شرقية,5,3,5+,20,432,0,1,1,1,0,1,0,0,1,0,2300000
فيلا, امارة منطقة الرياض, حي القادسية ,شرقية,5,,4,15,375,0,1,0,0,1,1,0,0,1,0,2400000
فيلا, الرياض , حي النسيم الغربي ,غربية,7+,2,2,10,500,0,1,0,0,0,0,0,0,1,0,1250000
فيلا, الرياض , حي المعيزلة ,غربية,4,2,4,20,600,1,1,1,0,1,1,0,0,1,0,3000000
فيلا, الرياض , حي الحمراء ,غربية,7+,2,5+,25,618,1,1,0,1,1,1,0,0,1,1,6000000
فيلا, الرياض , حي الرمال ,شرقية,6,1,5+,20,495,1,1,0,0,1,1,0,0,1,0,2500000
فيلا, الرياض , حي الحمراء ,شرقية,7+,3,5+,25,1237,1,1,1,0,1,1,0,0,1,0,6500000
فيلا, الرياض , حي الرمال ,شمالية,4,2,4,15,337,1,1,1,1,1,1,0,0,1,0,2100000
فيلا, الرياض , حي القدس ,غربية,7+,3,5+,15,900,1,1,0,1,1,0,0,0,1,0,4500000
فيلا, امارة منطقة الرياض, الرياض ,شرقية,7+,4,5+,15,288,1,1,1,0,1,1,0,0,1,1,1770000
فيلا, الرياض , حي الرمال ,جنوبية,4,2,5+,15,312,1,1,0,0,1,1,0,0,0,0,2000000
فيلا, الرياض , حي الرمال ,غربية,7+,3,5+,18,300,1,1,1,0,0,1,0,0,1,0,1500000
فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,20,315,1,1,1,0,0,1,0,0,1,1,1600000
فيلا, الرياض , حي الرمال ,غربية,7+,3,5+,18,300,1,1,1,0,1,1,0,0,1,0,1600000
فيلا, الرياض , حي قرطبة ,شرقية,7+,2,5+,20,375,1,1,1,0,0,0,0,0,0,0,4000000
فيلا, الرياض , حي الرمال ,شرقية,4,2,5+,15,375,1,1,0,0,1,1,0,0,1,0,2450000
فيلا, الرياض , حي المونسية ,غربية,4,2,4,20,250,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, الرياض , حي الرمال ,شمالية شرقية,7+,2,3,15,288,1,1,0,0,0,1,0,0,1,1,1770000
فيلا, الرياض , حي الفيحاء ,غربية,7+,1,5+,15,750,1,1,1,0,1,1,0,0,1,0,2100000
فيلا, الرياض , حي السعادة ,غربية,5,2,5+,15,312,1,1,0,0,1,1,0,0,1,1,1550000
فيلا, الرياض , حي الفيحاء ,شرقية,7+,2,5+,15,250,1,1,1,0,1,1,0,0,1,0,1150000
فيلا, الرياض , حي مطار الملك خالد الدولي ,شرقية,3,1,3,21,330,1,1,0,0,0,0,0,0,0,0,1650000
فيلا, الرياض , حي النهضة ,غربية,7+,4,5+,20,375,1,1,1,1,1,1,0,0,1,1,2200000
فيلا, الرياض , حي الملز ,شمالية شرقية,7+,5,5+,10,750,0,1,0,1,0,0,0,0,0,0,2100000
فيلا, امارة منطقة الرياض, الرياض ,غربية,6,3,4,15,300,1,1,1,1,0,1,0,0,1,0,1150000
فيلا, الرياض , ,شمالية,5,2,4,18,300,0,1,0,0,0,1,0,0,1,0,900000
فيلا, الرياض , حي القدس ,شمالية,6,2,5+,15,270,1,0,0,0,0,1,0,0,1,0,2800000
فيلا, الرياض , حي الرمال ,شمالية,7+,2,5+,20,281,1,1,1,1,1,1,0,0,1,0,1400000
فيلا, الرياض , حي اليرموك ,جنوبية,4,2,5+,15,200,0,1,0,0,0,0,0,0,0,0,1800000
فيلا, الرياض , حي اليرموك ,جنوبية,5,2,5+,20,250,1,1,1,0,0,1,0,0,1,0,2200000
فيلا, الرياض , حي المعيزلة ,شمالية,5,2,5+,15,595,1,1,1,1,1,1,0,0,1,0,2500000
فيلا, الرياض , حي المونسية ,جنوبية,4,2,5+,20,312,1,1,1,0,1,0,0,0,1,1,2200000
فيلا, الرياض , حي قرطبة ,شمالية,5,1,5+,30,1080,0,1,1,1,1,1,1,0,1,1,9500000
فيلا, الرياض , حي السعادة ,شمالية غربية,4,2,5+,15,250,1,1,1,0,1,0,0,0,1,0,1600000
فيلا, الرياض , حي المونسية ,شرقية,5,3,5+,20,250,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, الرياض , حي النهضة ,جنوبية,4,3,4,20,375,1,1,1,0,0,0,0,0,1,1,2150000
فيلا, الرياض , حي الرمال ,جنوبية,5,3,5+,5,360,1,1,1,0,1,1,0,0,1,1,2350000
فيلا, الرياض , حي السلام ,غربية,7+,,5+,15,500,0,1,1,1,1,1,0,0,1,0,1800000
فيلا, الرياض , حي القادسية ,شمالية شرقية,7+,5,5+,15,850,1,1,1,1,1,1,1,0,1,1,6500000
فيلا, الرياض , حي المونسية ,شرقية,7+,3,5+,20,308,1,1,1,0,1,1,0,0,1,1,2600000
فيلا, الرياض , حي الحمراء ,جنوبية,7+,2,5+,20,750,1,1,1,1,1,1,0,0,1,0,4500000
فيلا, الرياض , حي المونسية ,جنوبية,5,2,5+,15,250,1,1,1,0,1,1,0,0,1,0,1800000
فيلا, الرياض, الرياض ,جنوبية,6,2,5+,18,520,1,1,1,0,1,1,0,0,1,1,2400000
فيلا, الرياض , حي الحمراء ,غربية,6,4,5+,18,1237,0,1,1,1,1,1,1,0,1,1,8900000
فيلا, الرياض , حي اشبيلية ,جنوبية شرقية,6,3,5+,15,585,1,1,1,1,0,1,0,0,1,0,2800000
فيلا, الرياض , حي الروضة ,جنوبية غربية,7+,2,5+,12,315,0,1,0,0,0,1,0,0,1,0,1800000
فيلا, الرياض , حي السعادة ,جنوبية غربية,5,1,3,15,361,0,1,0,0,1,1,0,0,1,0,1760000
فيلا, الرياض , حي الملز ,غربية,7+,5,5+,15,625,0,1,1,1,1,1,0,0,1,0,4000000
فيلا, الرياض , حي الرمال ,غربية,5,2,5+,15,250,1,1,1,0,1,0,0,0,1,0,1300000
فيلا, امارة منطقة الرياض, حي الرمال ,جنوبية,5,2,5+,18,300,0,1,1,0,0,1,0,0,0,0,1650000
فيلا, امارة منطقة الرياض, الرياض ,غربية,5,1,5+,18,250,1,1,1,0,0,0,0,0,0,0,1450000
فيلا, الرياض , حي المونسية ,شمالية غربية,5,2,5+,15,440,1,1,1,0,0,0,0,0,0,0,3250000
فيلا, الرياض , حي المونسية ,جنوبية,5,2,5+,15,250,1,1,1,0,0,0,0,0,1,0,1900000
فيلا, الرياض , حي البيان ,شرقية,7+,3,5+,25,336,1,1,1,0,0,1,0,0,1,0,1800000
فيلا, الرياض, الرياض ,شرقية,5,2,3,20,376,1,1,0,1,0,1,0,0,1,1,2760000
فيلا, الرياض, الرياض ,شمالية غربية,5,2,5+,20,250,1,1,1,0,1,0,0,0,1,0,1600000
فيلا, الرياض, الرياض ,جنوبية,5,2,5+,20,300,1,1,1,0,1,0,0,0,1,0,1650000
فيلا, الرياض, الرياض ,جنوبية,5,2,5+,15,300,1,1,1,0,1,0,0,0,1,0,1400000
فيلا, الرياض, الرياض ,غربية,7+,2,5+,18,325,1,1,1,0,1,1,0,0,1,0,1650000
فيلا, الرياض, الرياض ,جنوبية غربية,5,2,5+,20,264,1,1,1,0,1,0,0,0,1,0,2150000
فيلا, الرياض, الرياض ,جنوبية,5,2,5+,20,300,1,1,1,0,1,0,0,0,1,0,1900000
فيلا, الرياض, الرياض ,غربية,5,2,5+,15,375,1,1,1,0,1,0,0,0,1,0,2300000
فيلا, الرياض , حي المونسية ,جنوبية,5,3,5+,18,250,1,1,1,1,1,1,0,0,1,1,1950000
فيلا, الرياض , حي المونسية ,غربية,5,2,5+,18,250,1,1,1,0,1,0,0,0,1,0,1950000
فيلا, الرياض , حي الشهداء ,شرقية,7+,1,5+,15,297,1,1,1,1,0,1,0,0,1,0,1750000
فيلا, الرياض , حي المونسية ,شمالية,5,2,5+,15,250,1,1,1,0,1,0,0,0,1,0,2000000
فيلا, الرياض , حي المونسية ,جنوبية,5,2,5+,15,250,1,1,1,0,0,0,0,0,0,0,2000000
فيلا, الرياض , حي اليرموك ,شمالية,6,2,5+,15,312,1,1,1,0,1,1,0,0,1,0,2500000
فيلا, الرياض , حي الجنادرية ,غربية,7+,4,5+,20,360,1,1,0,0,1,1,0,0,1,1,1600000
فيلا, الرياض , حي الرمال ,شمالية,7+,3,5+,20,950,1,1,1,0,1,1,0,0,1,1,4400000
فيلا, الرياض , حي الروابي ,جنوبية,7+,2,5+,20,462,1,1,1,1,1,1,0,0,1,0,3000000
فيلا, الرياض , حي النهضة ,غربية,5,3,5+,15,275,1,1,1,0,0,1,0,0,1,0,1770000
فيلا, الرياض , حي الحمراء ,شمالية,6,2,5+,20,465,0,1,1,1,1,1,0,0,1,0,3500000
فيلا, الرياض , حي اشبيلية ,جنوبية غربية,6,2,5+,25,325,1,1,1,1,1,1,0,0,1,0,2850000
فيلا, الرياض, الرياض ,شمالية,7+,2,5+,18,300,1,1,1,0,1,1,0,0,1,0,1650000
فيلا, الرياض , حي الازدهار ,شمالية,4,1,5+,15,300,1,1,1,1,0,1,0,0,1,0,2500000
فيلا, الرياض , حي قرطبة ,شمالية,7+,3,5+,15,350,0,1,1,1,1,1,0,0,1,0,3100000
فيلا, الرياض , حي السلام ,شرقية,7+,2,5+,20,500,0,1,1,0,0,1,0,0,1,0,1850000
فيلا, الرياض , حي النظيم ,شمالية,5,1,4,15,313,0,1,1,1,0,1,0,0,1,0,1450000
فيلا, الرياض , حي الرمال ,جنوبية,7+,2,5+,15,312,1,1,1,0,1,1,0,0,1,0,1600000
فيلا, الرياض , حي الرمال ,شرقية,4,1,2,15,500,0,1,0,0,0,1,0,0,1,0,1900000
فيلا, الرياض , حي الحمراء ,غربية,7+,3,5+,25,618,1,1,1,1,1,1,1,0,1,1,5500000
فيلا, الرياض , حي البيان ,شرقية,4,2,5+,15,435,1,1,1,1,0,1,1,0,1,0,1600000
فيلا, الرياض , حي الاندلس ,شمالية,5,5,5+,15,750,1,1,1,1,1,1,1,0,1,0,3300000
فيلا, الرياض , حي النهضة ,جنوبية,5,1,5+,,360,1,1,1,0,1,1,0,0,1,0,1950000
فيلا, الرياض , حي الشهداء ,شرقية,7+,4,5+,,900,0,1,0,0,0,0,0,0,0,0,4000000
فيلا, الرياض , حي غرناطة ,شرقية,7+,2,3,,900,0,0,0,0,0,0,0,0,0,0,4000000
فيلا, الرياض , حي اشبيلية ,شرقية,4,3,5+,,900,1,1,0,0,0,1,0,0,1,0,2550000
فيلا, الرياض , حي اليرموك ,شرقية,5,1,4,,900,1,0,1,1,0,1,0,0,1,0,2500000
فيلا, الرياض , حي غرناطة ,شرقية,4,4,5+,,900,0,1,0,1,0,0,0,0,0,0,4500000
فيلا, الرياض , حي المنار ,شمالية,7+,1,5+,15,313,1,1,1,0,1,1,0,0,1,0,2300000
فيلا, الرياض , حي النسيم الغربي ,غربية,7+,3,5+,15,500,0,1,0,0,1,1,0,0,0,0,1500000
فيلا, الرياض , حي القادسية ,غربية,7+,3,5+,20,280,0,1,0,0,0,1,0,0,0,0,1450000
فيلا, امارة منطقة الرياض, الرياض ,جنوبية,7+,3,5+,,312,1,1,1,0,0,1,0,0,1,1,1000230
فيلا, الرياض , حي ظهرة لبن ,جنوبية شرقية,5,2,5+,,450,1,1,1,0,1,1,0,0,1,0,3000000
فيلا, الرياض , حي ظهرة لبن ,شمالية,5,2,5+,,395,0,0,0,0,0,0,0,0,0,0,1240000
فيلا, الرياض , حي ظهرة لبن ,غربية,5,3,5+,,450,1,1,1,0,0,1,0,0,1,0,2190000
فيلا, الرياض , حي ظهرة لبن ,غربية,5,3,5+,,450,0,1,1,1,0,1,0,0,1,0,2190000
فيلا, الرياض , حي المهدية ,جنوبية,4,4,4,,704,1,1,1,0,1,1,0,0,0,0,2300000
فيلا, الرياض , حي المهدية ,غربية,6,2,4,,704,1,1,0,0,0,1,0,0,1,0,2300000
فيلا, الرياض , حي ظهرة لبن ,شمالية,4,2,4,,450,1,1,1,0,1,1,0,0,1,0,2300000
فيلا, الرياض , حي ظهرة لبن ,شمالية,5,2,5+,,274,1,0,0,0,0,0,0,0,0,0,1100000
فيلا, الرياض , حي ظهرة لبن ,غربية,5,3,5+,,493,1,0,0,0,0,0,0,0,0,0,2500000
فيلا, الرياض , حي العريجاء الغربي ,غربية,5,3,5+,,200,1,0,0,0,1,1,0,0,1,0,1050000
فيلا, الرياض , حي ظهرة لبن ,شمالية,6,,3,,450,0,0,0,0,0,0,0,0,0,0,1850000
فيلا, الرياض , حي ظهرة لبن ,شمالية,7+,3,5+,,450,1,1,1,0,1,1,0,0,1,0,1750000
فيلا, امارة منطقة الرياض, الرياض ,شمالية,2,2,4,,375,0,1,0,0,0,1,0,0,1,0,1100000
فيلا, الرياض , حي طويق ,جنوبية غربية,7+,5,5+,,225,1,1,1,1,1,1,0,0,1,0,1350000
فيلا, الرياض , حي طويق ,غربية,5,5,5+,,225,1,1,1,1,1,1,0,0,1,0,1250000
